identifier, premises_name, premises_number, premises_category, application_date, psu_registration_number, supervising_pharmacist, district, region, street_or_road
1572, ST. FLORA PHARMACEUTICAL LIMITED, NDA/PRE/RTP/3531, Retail Pharmacy, 13/06/2018, 1053, MOSES ODUR, Lyantonde, South Western Region - Mbarara, High Street
1573, ST. IGNATIUS PHARMACY LTD, NDA/PRE/RTP/1296, Retail Pharmacy, 02/03/2018, 711, JACOB LACHERE, AGAGO, Northern Region - Lira, Justice Owiny Dollo Rd
1574, ST. JOSEPHAT PHARMACY LIMITED, NDA/PRE/RTP/3411, Retail Pharmacy, 16/04/2018, 1226, JOYCE MWEBAZA, MPIGI, Central Region - Nakawa, BUJJUKO T/C MITYANA RD
1575, ST. KALOLI LWANGA, NDA/PRE/RTP/2071, Retail Pharmacy, 26/04/2018, 1229, Caroline  Nabisere, Jinja, South Eastern Region - Jinja, Njeru Town
1576, ST. Raphael's Pharmacy Ltd, NDA/PRE/RTP/1686, Retail Pharmacy, 08/05/2018, 381, PATRICK MUBANGIZI, KAMPALA, Central Region - Nakawa, Hoima Rd
1577, St.Eliza Healthcare Services, NDA/PRE/RTP/0521, Retail Pharmacy, 10/01/2018, 778, YUSUF LULE, KAMPALA, Central Region - Nakawa, Zirobwe Rd
1578, STAR BIOTECH UGANDA LTD, NDA/PRE/WHP/1768, Wholesale Pharmacy, 18/01/2018, 664, Abdul Ghaffar, KAMPALA, Central Region - Nakawa, Kampala Rd
1579, STAR GOLD PHARMACY - Mbale, NDA/PRE/WHP/2669, Wholesale Pharmacy, 28/06/2018, 1187, TRINITY ENGORU, MBALE, Eastern Region - Tororo, NORTH ROAD
1580, Star Pharmaceuticals Ltd, NDA/PRE/EXT/2346, External Store, 21/11/2017, 935, HARRIET BONABAANA, KAMPALA, Central Region - Nakawa, 5th Street, Industrial Area
1581, STAR PHARMACEUTICALS LTD, NDA/PRE/WHP/0132, Wholesale Pharmacy, 18/10/2017, 935, HARRIET BONABAANA, KAMPALA, Central Region - Nakawa, Jinja Rd
1582, STEADY FAST QUALITY CARE LIMITED, NDA/PRE/RTP/3623, Retail Pharmacy, 27/07/2018, 1126, ISMAIL MUSOKE, WAKISO, Central Region - Nakawa, KIRA MUNICIPALITY
1583, Stockwell Pharmaceuticals Ltd, NDA/PRE/RTP/2116, Retail Pharmacy, 16/03/2018, 617, GRACE MONICA, KAMPALA, Central Region - Nakawa, Kisaasi Road
1584, SUJUZI UGANDA LIMITED, NDA/PRE/MDV/3356, Medical Devices, 27/03/2018, not applicable a, MONICA KATUSIIME, KAMPALA, Central Region - Nakawa, OLD PORT BELL ROAD
1585, SUNRISE PHARMACY LIMITED, NDA/PRE/RTP/3509, Retail Pharmacy, 05/06/2018, 1186, ISAAC CHERUKUT, KAPCHORWA, Eastern Region - Tororo, MBALE-KAPCHORWA HIGHWAY
1586, SUPER MEDIC LTD, NDA/PRE/EXT/2497, External Store, 01/06/2018, 895, John Mulangwa, KAMPALA, Central Region - Nakawa, NAMUGONGO ROAD
1587, SUPER MEDIC LTD, NDA/PRE/EXT/3037, External Store, 24/11/2017, 895, JOHN MULANGWA, KAMPALA, Central Region - Nakawa, BOMBO ROAD
1588, SUPER MEDIC LTD, NDA/PRE/RTP/1451, Retail Pharmacy, 16/11/2017, 481, Okumu Morris, Jinja, South Eastern Region - Jinja, KUTCH ROAD
1589, SUPER MEDIC LTD, NDA/PRE/WHP/0397, Wholesale Pharmacy, 13/11/2017, 895, JOHN MULANGWA, KAMPALA, Central Region - Nakawa, William Street
1590, SUPER MEDIC LTD, NDA/PRE/WHP/1318, Wholesale Pharmacy, 13/11/2017, 663, HARRIET AKELLO, Arua, West Nile Region - Arua, Adumi Road
1591, SUPER MEDIC LTD, NDA/PRE/WHP/1450, Wholesale Pharmacy, 13/11/2017, 481, Okumu Morris, Jinja, South Eastern Region - Jinja, KUTCH ROAD
1592, SUPER MEDIC LTD, NDA/PRE/WHP/1714, Wholesale Pharmacy, 13/11/2017, 277, Martin Oteba, KAMPALA, Central Region - Nakawa, William Street
1593, SUPER MEDIC LTD, NDA/PRE/WHP/1838, Wholesale Pharmacy, 05/09/2018, 290, NICHOLAS KYATEREKERA, KAMPALA, Central Region - Nakawa, William Street
1594, SUPER MEDIC LTD, NDA/PRE/WHP/2324, Wholesale Pharmacy, 13/11/2017, 695, DANIEL MINYETO, Lira, Northern Region - Lira, PARK
1595, super medic ltd, NDA/PRE/WHP/2342, Wholesale Pharmacy, 13/11/2017, 695, DANIEL MINYETO, Lira, Northern Region - Lira, EKWANG ROAD
1596, Super Medic Ltd, NDA/PRE/RTP/1713, Retail Pharmacy, 16/11/2017, 277, MARTIN OTEBA, KAMPALA, Central Region - Nakawa, William Street
1597, SUPER MEDIC LTD - ARUA, NDA/PRE/RTP/1317, Retail Pharmacy, 17/09/2018, 1293, Hasifa Namuyanja, Arua, West Nile Region - Arua, Adumi Road
1598, SUPER MEDIC LTD - Mbale, NDA/PRE/WHP/1265, Wholesale Pharmacy, 18/01/2018, 469, Muhamed Lubega, MBALE, Eastern Region - Tororo, Republic Street
1599, Super Medic Ltd - Plot 22, NDA/PRE/RTP/0665, Retail Pharmacy, 16/11/2017, 422, Christopher Ntege, KAMPALA, Central Region - Nakawa, William Street
1600, SUPER MEDIC LTD -MBARARA, NDA/PRE/RTP/1970, Retail Pharmacy, 16/11/2017, 519, DENIS LADWAR, Mbarara, South Western Region - Mbarara, Street
1601, SUPER MEDIC LTD-MBARARA, NDA/PRE/WHP/1969, Wholesale Pharmacy, 13/11/2017, 519, DENIS LADWAR, Mbarara, South Western Region - Mbarara, Street
1602, SUPER PHARMACEUTICALS LIMITED, NDA/PRE/WHP/0458, Wholesale Pharmacy, 18/12/2017, 640, JANE ACHAN, KAMPALA, Central Region - Nakawa, Rashid Khamis Rd
1603, SUPERVET (U) LIMITED, NDA/PRE/RTP/0505, Retail Pharmacy, 27/11/2017, 292, Lilian Nyakimwe, KAMPALA, Central Region - Nakawa, Nakivubo Rd
1604, Supreme Pharma Ltd, NDA/PRE/WHP/0528, Wholesale Pharmacy, 14/11/2017, 1038, VIOLET NAMIWANDA, KAMPALA, Central Region - Nakawa, Mackay Rd
1605, SURECARE PHARMACY LIMITED, NDA/PRE/RTP/1613, Retail Pharmacy, 17/11/2017, 974, Stephen Mulyanti, KAMPALA, Central Region - Nakawa, Jajja Villa
1606, SURGIMED UGANDA LIMITED, NDA/PRE/MDV/2395, Medical Devices, 28/11/2017, 20847, Eve Nalwoga, KAMPALA, Central Region - Nakawa, Bombo Rd
1607, Surgimed Uganda Ltd, NDA/PRE/MDV/2461, Medical Devices, 10/01/2018, 20847, Eve Nalwoga, KAMPALA, Central Region - Nakawa, 5th Street
1608, SURGIPHARM (U) LIMITED, NDA/PRE/WHP/0355, Wholesale Pharmacy, 02/11/2017, 428, SARABDEEP NAYER, KAMPALA, Central Region - Nakawa, Industrial Area
1609, Suru Pharmacy - Entebbe Road, NDA/PRE/RTP/0465, Retail Pharmacy, 11/11/2017, 822, Kasule Timothy, KAMPALA, Central Region - Nakawa, Entebbe Rd
1610, Suru Pharmacy - Nyanama Road, NDA/PRE/RTP/0374, Retail Pharmacy, 20/11/2017, 828, Aloysious Musiitwa, WAKISO, Central Region - Nakawa, Nyanama Rd
1611, SWAHILI SAHARA AFRICA LIMITED, NDA/PRE/MDV/3291, Medical Devices, 27/02/2018, n / a, MONICA KATUSIIME, KAMPALA, Central Region - Nakawa, KINTU ROAD , KITINTALE
1612, Swastik Pharmaceauticals Ltd, NDA/PRE/RTP/0213, Retail Pharmacy, 26/11/2017, 610, Bernard Bainomuhwezi, KAMPALA, Central Region - Nakawa, Nakivubo Rd
1613, SWASTIK PHARMACEUTICAL LTD, NDA/PRE/WHP/0232, Wholesale Pharmacy, 01/12/2017, 709, OPIO ODONG, KAMPALA, Central Region - Nakawa, William Strt
1614, Swastik Pharmaceuticals, NDA/PRE/EXT/2347, External Store, 30/11/2017, 709, OPIO ODONG, KAMPALA, Central Region - Nakawa, William Street
1615, SWASTIK PHARMACY, NDA/PRE/RTP/0231, Retail Pharmacy, 20/11/2017, 943, GYAVIIRA KAYIWA, KAMPALA, Central Region - Nakawa, NAMIREMBE ROAD
1616, SWISS BUSINESS SOLUTIONS LIMITED, NDA/PRE/RTP/2820, Retail Pharmacy, 13/04/2018, 1176, ROGERS AYESIGYE, MUBENDE, Western Region - Hoima, TRADING CENTRE
1617, Sylden Pharmaceuticals Limited, NDA/PRE/RTP/0386, Retail Pharmacy, 18/10/2017, 217, Svetlana Voltchenko, KAMPALA, Central Region - Nakawa, Naalya Rd
1618, Sylden Pharmaceuticals Ltd, NDA/PRE/RTP/0385, Retail Pharmacy, 18/10/2017, 281, Ssebisubi Musoke, KAMPALA, Central Region - Nakawa, Luzira Town
1619, Taget Pharmaceuticals Ltd, NDA/PRE/RTP/0183, Retail Pharmacy, 08/12/2017, 701, Walter Arinaitwe, KAMPALA, Central Region - Nakawa, Kisingiri Street
1620, TASH PHARMA (U) LTD, NDA/PRE/RTP/0817, Retail Pharmacy, 03/08/2018, 914, Ssekiziyivu Moses, KAMPALA, Central Region - Nakawa, KINAWATAKA ROAD
1621, TATA UGANDA LIMITED, NDA/PRE/WHP/0517, Wholesale Pharmacy, 03/01/2018, 592, Turyatunga Julius, KAMPALA, Central Region - Nakawa, Lugogo By Pass
1622, Techam Pharmaceuticals Ltd, NDA/PRE/RTP/0348, Retail Pharmacy, 30/03/2018, 336, Tenywa Mwidu, KAMPALA, Central Region - Nakawa, Gayaza Road
1623, TECHNOMED LIMITED, NDA/PRE/MDV/1932, Medical Devices, 13/11/2017, 4120120022, Bonny Mulindwa, KAMPALA, Central Region - Nakawa, Off Ismail Road
1624, Teeba Pharmacy, NDA/PRE/RTP/0526, Retail Pharmacy, 18/12/2017, 478, ALFRED KIIZA, KAMPALA, Central Region - Nakawa, Tula Rd
1625, Tendoz Chiwera Pharma Ltd, NDA/PRE/RTP/0205, Retail Pharmacy, 24/05/2018, 1257, SHEILLA MUSTAFA, WAKISO, Central Region - Nakawa, BWEYOGERERE
1626, Tetaz Pharmaceuticals Ltd, NDA/PRE/RTP/0331, Retail Pharmacy, 07/12/2017, 593, JULIET NABUDADIRI, KAMPALA, Central Region - Nakawa, Delico Rd
1627, Texas Pharmacy Limited, NDA/PRE/RTP/0421, Retail Pharmacy, 20/12/2017, 206, Justo Oidu, KAMPALA, Central Region - Nakawa, Nakivubo Green Street
1628, THE LULEZ PHARMACY LIMITED, NDA/PRE/RTP/3466, Retail Pharmacy, 10/05/2018, 1191, AARON BAIDU, BUTAMBALA, Central Region - Nakawa, TOWN COUNCIL
1629, THE UNION PHARMACY, NDA/PRE/RTP/3377, Retail Pharmacy, 09/04/2018, 1258, CHARLES SSEKAWU, WAKISO, Central Region - Nakawa, KASANGATI TOWN COUNCIL
1630, Three Bees Pharmacy, NDA/PRE/RTP/0251, Retail Pharmacy, 23/11/2017, 569, Sheeba Nakimera, KAMPALA, Central Region - Nakawa, Ham Towers Makerere
1631, Times Pharmacy Ltd, NDA/PRE/RTP/0921, Retail Pharmacy, 27/03/2018, 1136, MUGWERI PHILLY, WAKISO, Central Region - Nakawa, NDEJJE ROAD
1632, TINKA ACCESS PHARMACEUTICALS (U) LTD, NDA/PRE/RTP/0352, Retail Pharmacy, 02/05/2018, 585, Judith Apio, WAKISO, Central Region - Nakawa, Namugongo Rd
1633, Tinka Access Pharmaceuticals (U) Ltd, NDA/PRE/WHP/2858, Wholesale Pharmacy, 28/11/2017, 585, Judith Apio, KAMPALA, Central Region - Nakawa, Ggaba Rd
1634, TOP MEDICAL STORE (U) LIMITED, NDA/PRE/WHP/0428, Wholesale Pharmacy, 27/07/2018, 1230, PATRICIA NAKASI, KAMPALA, Central Region - Nakawa, Wilson Street
1635, Top Medical Store (U) Ltd, NDA/PRE/RTP/0429, Retail Pharmacy, 21/09/2018, 321, TWIKIRIZE GAD, KAMPALA, Central Region - Nakawa, bombo road
1636, TOP UNIVERSAL MEDICARE LIMITED, NDA/PRE/WHP/1011, Wholesale Pharmacy, 13/12/2017, 603, Beatrice Nyamaizi, KAMPALA, Central Region - Nakawa, Mackay Rd
1637, Top Universal Medicare Ltd, NDA/PRE/RTP/0182, Retail Pharmacy, 13/06/2018, 962, Julius Ikanza, KAMPALA, Central Region - Nakawa, Mackay Rd
1638, Tosi Pharmacy, NDA/PRE/RTP/3179, Retail Pharmacy, 06/01/2018, 693, PETER MASWERE, Mukono, South Eastern Region - Jinja, Katosi Road
1639, Tosi Pharmacy Katosi, NDA/PRE/RTP/3708, Retail Pharmacy, 15/09/2018, 1098, ANEES KAJA, Mukono, South Eastern Region - Jinja, Katosi Town
1640, TOTAL PHARMACY LTD, NDA/PRE/RTP/1361, Retail Pharmacy, 22/11/2017, 1228, Joel Mudanya, KAMPALA, Central Region - Nakawa, COMMERCIAL STREET, LUZIRA
1641, Towncare Pharmacy, NDA/PRE/RTP/1742, Retail Pharmacy, 14/11/2017, 764, Katwesigye Rodgers, KAMPALA, Central Region - Nakawa, Namirembe Road
1642, Transax Uganda Ltd, NDA/PRE/MDV/1873, Medical Devices, 09/11/2017, 4120120035, Naume Mutesi, KAMPALA, Central Region - Nakawa, Bombo Rd
1643, TRANSCELL BIOTECH SYSTEMS CO. LTD, NDA/PRE/MDV/1911, Medical Devices, 01/12/2017, 4120120004, Godfrey Mujuzi, KAMPALA, Central Region - Nakawa, Mobutu Rd
1644, Transmed Pharma, NDA/PRE/WHP/2189, Wholesale Pharmacy, 13/11/2017, 1158, Hamidah Tuhaise, KAMPALA, Central Region - Nakawa, Colville Street
1645, TRELJO PHARMACEUTICALS, NDA/PRE/RTP/3431, Retail Pharmacy, 26/04/2018, 603, BEATRICE NYAMAIZI, WAKISO, Central Region - Nakawa, 0FF SENTEMA RD ALONG KYEBANDO-NANSANA RD
1646, TREMOL PHARMACY LTD, NDA/PRE/RTP/1778, Retail Pharmacy, 01/12/2017, 1128, EDWARD LUKYAMUZI, Mbarara, South Western Region - Mbarara, High Street
1647, TRENDZ PHARMACY, NDA/PRE/RTP/1097, Retail Pharmacy, 17/07/2018, 1178, ZAINAH  BABIRYE, MBALE, Eastern Region - Tororo, REPUBLIC STREET -
1648, Tresha Pharmacy, NDA/PRE/RTP/1472, Retail Pharmacy, 15/11/2017, 822, Timothy Kasule, KAMPALA, Central Region - Nakawa, Salaama Rd
1649, Trete Pharmacy, NDA/PRE/RTP/2158, Retail Pharmacy, 28/12/2017, 1079, Grace Nyamaizi, KAMPALA, Central Region - Nakawa, Kawaala Rd
1650, Trinity Pharmaceuticals Ltd, NDA/PRE/RTP/0968, Retail Pharmacy, 08/12/2017, 365, Lawrence Were, KAMPALA, Central Region - Nakawa, Bombo Rd
1651, TRIPPLE V, NDA/PRE/RTP/2827, Retail Pharmacy, 13/11/2017, 1113, ELTON MUKAMA, KALANGALA, Central Region - Nakawa, None
1652, TRIVEST PHARMACEUTICALS LTD., NDA/PRE/RTP/2933, Retail Pharmacy, 01/11/2017, 1133, PETER AKUGIZIBWE, Kabarole, Western Region - Hoima, RWIMI TRADING CENTRE
1653, TUGAINE-MATSIKO PHARMACY LTD, NDA/PRE/RTP/1799, Retail Pharmacy, 22/05/2018, 1220, NURU MUGIDE, Mbarara, South Western Region - Mbarara, Buremba Rd
1654, TUMURAMYE PHARMACY LIMITED, NDA/PRE/WHP/0944, Wholesale Pharmacy, 02/08/2018, 1232, MIRIA KISAKYE, KAGADI, Western Region - Hoima, STREET
1655, tuskam holdings ltd, NDA/PRE/RTP/3540, Retail Pharmacy, 16/06/2018, 1245, Jacqueline Muchiri, KAGADI, Western Region - Hoima, kyenjojo
1656, UGAMER DIAGNOSTICS HOUSE LIMITED, NDA/PRE/MDV/2477, Medical Devices, 21/12/2017, 81104, VICTOR TERAKOLA, KAMPALA, Central Region - Nakawa, Martyrs Rd
1657, UGANDA MEDICAL EQUIPMENT AND DENTAL SUPPLIES LIMITED, NDA/PRE/MDV/2462, Medical Devices, 04/12/2017, 149189, Kemboi Charles, KAMPALA, Central Region - Nakawa, Pilkington Rd
1658, UGANDA-CWRU-RESEARCH COLLABORATION, NDA/PRE/RTP/3650, Retail Pharmacy, 08/08/2018, 448, PHEONA NSUBUGA, KAMPALA, Central Region - Nakawa, UPPER MULAGO HILL
1659, UHMG GOODLIFE PHARMACY, NDA/PRE/WHP/1636, Wholesale Pharmacy, 30/11/2017, 897, ABUBAKER MULONDO, KAMPALA, Central Region - Nakawa, Martyr's Way, Ntinda
1660, ULTRAFARMA PHARMACY LIMITED, NDA/PRE/RTP/0580, Retail Pharmacy, 13/11/2017, 1009, Nicholas Ssemujju, WAKISO, Central Region - Nakawa, Mityana Rd
1661, ULTRAVETIS UGANDA LIMITED, NDA/PRE/WHP/0378, Wholesale Pharmacy, 21/12/2017, 592, Turyatunga Julius, KAMPALA, Central Region - Nakawa, Dewinton Street
1662, UMOJA PHARMACY LIMITED, NDA/PRE/RTP/0341, Retail Pharmacy, 16/11/2017, 850, Namatovu Leticia, KAMPALA, Central Region - Nakawa, Kisingiri Rd
1663, UMUCO PHARMACEUTICALS LIMITED, NDA/PRE/RTP/3467, Retail Pharmacy, 10/05/2018, 1247, PETER NSUBUGA, WAKISO, Central Region - Nakawa, MAKINDYE SSABAGABO MUNICIPALITY
1664, UNEED GLOBAL GROUP LIMITED, NDA/PRE/WHP/0989, Wholesale Pharmacy, 15/11/2017, 639, BRIAN SEKAYOMBYA, KAMPALA, Central Region - Nakawa, Kira Rd
1665, UNION PSALMS PHARMACISTS LTD, NDA/PRE/RTP/3392, Retail Pharmacy, 11/04/2018, 723, VICTORIA NANNONO, KAMPALA, Central Region - Nakawa, KASANGATI TOWN COUNCIL
1666, Union Psalms Pharmacy, NDA/PRE/RTP/0416, Retail Pharmacy, 20/11/2017, 784, AGNES GUDOI, KAMPALA, Central Region - Nakawa, Kungu Rd
1667, United Healthcare Distibutors - Plot120, NDA/PRE/EXT/2028, External Store, 30/10/2017, 310, Sowedi Muyingo, KAMPALA, Central Region - Nakawa, Bunga-Ggaba Road
1668, United Healthcare Distributors, NDA/PRE/EXT/2011, External Store, 30/10/2017, 310, Sowedi Muyingo, KAMPALA, Central Region - Nakawa, 6th Street
1669, UNITED HEALTHCARE DISTRIBUTORS LTD, NDA/PRE/WHP/0447, Wholesale Pharmacy, 11/10/2017, 310, Sowedi Muyingo, KAMPALA, Central Region - Nakawa, Nakasero Rd
1670, UNIVERSAL PHARMACY, NDA/PRE/RTP/1833, Retail Pharmacy, 20/11/2017, 556, LAWRENCE IMANIRAMPA, Kisoro, South Western Region - Mbarara, Main Street
1671, URAFIKI PHARMACEUTICALS (U) LTD, NDA/PRE/RTP/1534, Retail Pharmacy, 13/04/2018, 1032, RONALD OKELLO, SOROTI, Eastern Region - Tororo, GWERI ROAD
1672, VAIDA PHARMACEUTICALS LTD, NDA/PRE/RTP/2459, Retail Pharmacy, 17/11/2017, 510, JOSEPHINE MARY, Adjumani, West Nile Region - Arua, ILLA ROAD
1673, VAINCRE PHARMACEUTICALS LIMITED, NDA/PRE/RTP/3331, Retail Pharmacy, 16/03/2018, 955, Joyce Batera, WAKISO, Central Region - Nakawa, ALONG ZANA-NYANAMA RD
1674, Vanguard Investments, NDA/PRE/RTP/3194, Retail Pharmacy, 25/04/2018, 1168, Edgar Nowangye, KAMPALA, Central Region - Nakawa, Entebbe Rd
1675, Vanguard Investments (U) Ltd, NDA/PRE/RTP/0577, Retail Pharmacy, 15/11/2017, 1062, Hassan Kagugube, KAMPALA, Central Region - Nakawa, Ntinda-Kigoowa
1676, Vashisth Pharma Ltd-Gulu, NDA/PRE/WHP/1947, Wholesale Pharmacy, 19/01/2018, 1103, AZIIZ KAPANDE, Gulu, Northern Region - Lira, Queens Avenue
1677, Veer Enterprises Ltd, NDA/PRE/RTP/0980, Retail Pharmacy, 27/11/2017, 791, BONNIFACE OBURA, WAKISO, Central Region - Nakawa, Mirembe Stage
1678, Veer Enterprises Ltd, NDA/PRE/WHP/0981, Wholesale Pharmacy, 27/11/2017, 791, BONNIFACE OBURA, WAKISO, Central Region - Nakawa, Mirembe Stage
1679, VEERAM HEALTHCARE (U) LIMITED, NDA/PRE/WHP/0075, Wholesale Pharmacy, 16/11/2017, 299, Lyeni Masereka, KAMPALA, Central Region - Nakawa, Nsambya Estate
1680, VELVET PHARMA LIMITED, NDA/PRE/WHP/0069, Wholesale Pharmacy, 10/04/2018, 383, Okello Bosco, KAMPALA, Central Region - Nakawa, William Street
1681, VELVET PHARMA LIMITED, NDA/PRE/WHP/0565, Wholesale Pharmacy, 05/04/2018, 928, Steven Ziritwawula, KAMPALA, Central Region - Nakawa, JESCO PLAZA WILSON RD
1682, Velvet Pharma Ltd, NDA/PRE/EXT/2393, External Store, 01/02/2018, 928, Steven Ziritwawula, KAMPALA, Central Region - Nakawa, Mbuya Hill
1683, VENIA PHARMACY, NDA/PRE/RTP/2747, Retail Pharmacy, 21/05/2018, 1236, RUTH NAMYALO, KAMPALA, Central Region - Nakawa, GAYAZA ROAD
1684, VENUS PHARMACY, NDA/PRE/EXT/2892, External Store, 25/09/2018, 829, PAUL SENYONGA, KAMPALA, Central Region - Nakawa, WILLIAM STREET
1685, Venus Pharmacy, NDA/PRE/RTP/0024, Retail Pharmacy, 08/02/2018, 454, Swaibu Mukiibi, KAMPALA, Central Region - Nakawa, William Street
1686, Venus Pharmacy, NDA/PRE/WHP/0025, Wholesale Pharmacy, 08/02/2018, 829, PAUL SENYONGA, KAMPALA, Central Region - Nakawa, William Street
1687, VEROJAC MEDIC LTD, NDA/PRE/MDV/3798, Medical Devices, 02/11/2018, 15052, WILLIAM  KATONGOLE, KAMPALA, Central Region - Nakawa, RUBAGA ROAD
1688, Verona Pharmaceuticals Ltd, NDA/PRE/RTP/0676, Retail Pharmacy, 28/12/2017, 576, ABDALLAH KIZZA, KAMPALA, Central Region - Nakawa, Makindye Rd
1689, Verona Pharmaceuticals Ltd, NDA/PRE/RTP/1930, Retail Pharmacy, 29/12/2017, 576, ABDALLAH KIZZA, KAMPALA, Central Region - Nakawa, Salaama Road
1690, Veronica Pharmaceuticals Ltd, NDA/PRE/RTP/0012, Retail Pharmacy, 05/01/2018, 206, Justo Oidu, KAMPALA, Central Region - Nakawa, Najjera Rd
1691, Verse Pharmacy Ltd, NDA/PRE/RTP/1983, Retail Pharmacy, 08/02/2018, 997, Hezron Katumba, Jinja, South Eastern Region - Jinja, Clive Road
1692, Verse Pharmacy Ltd, NDA/PRE/RTP/1985, Retail Pharmacy, 03/01/2018, 1019, David Katumwa, KAMPALA, Central Region - Nakawa, Entebbe Rd
1693, Vesicare Pharmacy, NDA/PRE/RTP/1620, Retail Pharmacy, 20/11/2017, 981, Oliver Nambuusi, KAMPALA, Central Region - Nakawa, Biina Rd
1694, VET CENTRE, NDA/PRE/RTP/0721, Retail Pharmacy, 05/02/2018, 1166, JOHN NINKUSIIMA, Mbarara, South Western Region - Mbarara, HIGH STREET
1695, Vet Centre - Rushere, NDA/PRE/WHP/2045, Wholesale Pharmacy, 10/01/2018, 779, SAM TUMUKUNDE, Kiruhura, South Western Region - Mbarara, Rushere Trading Centre
1696, VET CENTRE (U) LIMITED, NDA/PRE/EXT/2053, External Store, 22/03/2018, 782, Rogers Kalanzi, KAMPALA, Central Region - Nakawa, Njobe Rd
1697, VET CENTRE UGANDA LIMITED, NDA/PRE/WHP/0319, Wholesale Pharmacy, 15/12/2017, 782, Kalanzi Rogers, KAMPALA, Central Region - Nakawa, Nakivubo Place
1698, VETCARE UGANDA LIMITED, NDA/PRE/WHP/3213, Wholesale Pharmacy, 22/01/2018, 932, MARVIN BULEERA, KAMPALA, Central Region - Nakawa, SEVENTH STREET, INDUSTRIAL AREA
1699, VETERINARIA ENROVET LIMITED, NDA/PRE/RTP/1744, Retail Pharmacy, 11/12/2017, 860, KULUTHUM NAMAGANDA, KAMPALA, Central Region - Nakawa, NAKIVUBO PLACE
1700, Veterinary Health Center Co Ltd, NDA/PRE/RTP/0851, Retail Pharmacy, 26/09/2018, 1140, DAN MUZOORA, Mbarara, South Western Region - Mbarara, High Street
1701, VICMIL PHARMACY, NDA/PRE/RTP/2109, Retail Pharmacy, 03/01/2018, 736, BANULI BALIBUZA, Iganga, South Eastern Region - Jinja, Mwonda Close
1702, Victoria Hospital Ltd, NDA/PRE/RTP/0475, Retail Pharmacy, 27/02/2018, 658, CAROLYNN KAMAKUNE, KAMPALA, Central Region - Nakawa, Old Kiira Rd
1703, VIDA GENERAL TRADING COMPANY LTD, NDA/PRE/MDV/3563, Medical Devices, 28/06/2018, J4388, MOSES MUGISHA, WAKISO, Central Region - Nakawa, JINJA ROAD
1704, VIGA PHARMACEUTICALS LTD, NDA/PRE/RTP/0137, Retail Pharmacy, 09/11/2017, 918, Jane Zalwango, KAMPALA, Central Region - Nakawa, Ssentema Rd
1705, Viga Pharmaceuticals Ltd, NDA/PRE/RTP/0209, Retail Pharmacy, 04/12/2017, 386, ALLAN TINDIKAHWA, KAMPALA, Central Region - Nakawa, Kisaasi Road
1706, Viga Pharmaceuticals Ltd, NDA/PRE/RTP/2325, Retail Pharmacy, 28/11/2017, 1040, Richard Kambugu, KAMPALA, Central Region - Nakawa, Bukoto Kisasi Rd
1707, VIGOR MEDICAL SERVICES LTD, NDA/PRE/RTP/3478, Retail Pharmacy, 21/05/2018, 1218, ASHIRAF MPUUGA, WAKISO, Central Region - Nakawa, NAMASUBA OFF ENTEBBE RD
1708, Vine Pharmaceuticals - Freedom City, NDA/PRE/RTP/0639, Retail Pharmacy, 10/05/2018, 934, DOREEN BASANGWA, KAMPALA, Central Region - Nakawa, Entebbe Road
1709, Vine Pharmaceuticals Limited, NDA/PRE/EXT/2054, External Store, 10/05/2018, 263, JACINTA RUTIMBIRAYO, KAMPALA, Central Region - Nakawa, Bukoto
1710, Vine Pharmaceuticals Ltd, NDA/PRE/RTP/0823, Retail Pharmacy, 15/01/2018, 225, Eston Badebye, KAMPALA, Central Region - Nakawa, Bombo Rd
1711, Vine Pharmaceuticals Ltd - Kabalagala, NDA/PRE/RTP/0690, Retail Pharmacy, 19/01/2018, 782, Rogers Kalanzi, KAMPALA, Central Region - Nakawa, Muyenga Rd
1712, Vine Pharmaceuticals Ltd - Kampala Rd, NDA/PRE/RTP/0653, Retail Pharmacy, 11/01/2018, 347, Annet Ahimbisibwe, KAMPALA, Central Region - Nakawa, Kampala Rd
1713, Vine Pharmaceuticals Ltd - Kansanga, NDA/PRE/RTP/0691, Retail Pharmacy, 10/01/2018, 787, Kivila Stella, KAMPALA, Central Region - Nakawa, Ggaba Road
1714, Vine Pharmaceuticals Ltd - Mengo, NDA/PRE/RTP/0692, Retail Pharmacy, 17/10/2018, 1181, JOSEPH BARIJUKA, KAMPALA, Central Region - Nakawa, Trading Center
1715, Vine Pharmaceuticals Ltd - Sure House, NDA/PRE/RTP/0633, Retail Pharmacy, 11/12/2017, 263, Rutimbirayo Jacinta, KAMPALA, Central Region - Nakawa, Bombo Rd
1716, Vine Pharmaceuticals Ltd- Bukoto, NDA/PRE/RTP/1526, Retail Pharmacy, 25/05/2018, 1239, ANNE NANYONJO, KAMPALA, Central Region - Nakawa, Kisaasi Rd
1717, Vine Pharmaceuticals Ltd- Dewinton, NDA/PRE/RTP/0800, Retail Pharmacy, 15/01/2018, 225, Eston Badebye, KAMPALA, Central Region - Nakawa, Dewinton Rd
1718, Vine Pharmaceuticals Ltd- KamuKamu Plaza, NDA/PRE/RTP/0960, Retail Pharmacy, 08/02/2018, 415, ROBINAH LUKWAGO, KAMPALA, Central Region - Nakawa, Entebbe Rd
